year,team_name,nflverse_team,n_qualified,n_starter_qualified,total_snaps,total_pressures,team_pressure_rate,team_sack_rate_pff,team_avg_pbwr,team_min_pbwr,team_max_pbwr,team_std_pbwr,team_range_pbwr,team_avg_grade,team_min_grade,team_std_grade,wl_player,wl_position,wl_pbwr,wl_delta,wl_snap_share,wl_pressure_rate,tps_total_snaps,tps_total_pressures,tps_team_pressure_rate,tps_team_sack_rate_pff,tps_avg_pbwr,tps_min_pbwr,tps_max_pbwr,tps_std_pbwr,tps_range_pbwr,tps_avg_grade,tps_min_grade,tps_std_grade,tps_wl_player,tps_wl_position,tps_wl_pbwr,tps_wl_delta,tps_wl_snap_share,tps_wl_pressure_rate,n_dropbacks,total_epa,total_success,total_sacks_nfl,total_qb_hits,avg_cpoe,pass_epa_per_play,pass_success_rate,sack_rate,qb_hit_rate
2013,DET,DET,6,6,3363,146,0.04341361879274457,0.0026761819803746653,95.65854891465953,92.33,98.27,2.525634573725978,5.939999999999998,77.28333333333332,67.4,8.02332017724998,LaAdrian Waddle,T,92.33,3.3285489146595353,0.09693725840023788,0.07668711656441718,1477,107,0.07244414353419093,0.004739336492890996,92.75542992552471,86.84,98.03,4.606741436923355,11.189999999999998,68.38333333333334,56.1,11.674316539595226,LaAdrian Waddle,T,86.84,5.915429925524705,0.1029113067027759,0.13157894736842105,670,47.6906,309.0,23.0,66.0,-3.3220494,0.07118000000000001,0.46119402985074626,0.034328358208955224,0.09850746268656717
2013,GB,GB,6,5,3416,141,0.041276346604215454,0.00819672131147541,95.8718793911007,87.65,98.83,4.007726288059101,11.179999999999993,72.18333333333332,40.2,18.43381855901448,Don Barclay,T,93.76,2.1118793911007003,0.16891100702576112,0.06239168110918544,1103,83,0.07524932003626474,0.016319129646418858,92.47602901178604,74.6,98.19,8.257657456365378,23.590000000000003,61.849999999999994,16.7,24.71313415979446,David Bakhtiari,T,90.05,2.426029011786042,0.20036264732547598,0.09954751131221719,648,59.431572,307.0,45.0,71.0,2.957456,0.09171538888888889,0.4737654320987654,0.06944444444444445,0.1095679012345679
2013,HST,HOU,6,6,3406,212,0.062243100411039344,0.0049911920140927775,93.77716382853787,90.33,96.06,2.3451794529772525,5.730000000000004,71.99999999999999,56.9,9.899292904041175,Derek Newton,T,90.33,3.4471638285378674,0.15179095713446858,0.09671179883945841,1755,132,0.07521367521367521,0.006837606837606838,92.47736752136753,86.27,96.17,4.092332668132771,9.900000000000006,68.7,49.2,11.517464998861513,Ryan Harris,T,86.27,6.20736752136753,0.08717948717948718,0.13725490196078433,681,-87.64773,280.0,42.0,109.0,-3.144113,-0.12870444933920705,0.4111600587371512,0.06167400881057269,0.16005873715124816
2013,IND,IND,6,5,3341,209,0.06255612092187968,0.006584854833882071,93.7454265190063,92.72,97.37,1.7886605789435497,4.650000000000006,68.25,55.2,8.75505568229009,Anthony Castonzo,T,92.72,1.0254265190063023,0.20981741993415146,0.07275320970042796,1576,146,0.09263959390862944,0.010786802030456852,90.7384581218274,88.51,96.43,3.000262766270094,7.920000000000002,57.01666666666667,34.9,13.734979674781709,Mike McGlynn,G,88.51,2.2284581218274013,0.16560913705583757,0.11494252873563218,663,52.973396,305.0,32.0,105.0,-1.4793215,0.07989954147812972,0.46003016591251883,0.048265460030165915,0.1583710407239819
2013,JAX,JAX,6,5,2997,174,0.05805805805805806,0.009342676009342675,94.19494828161496,90.12,97.24,2.6374514213535734,7.11999999999999,67.99999999999999,53.4,11.294069240092341,Cameron Bradfield,T,90.12,4.074948281614951,0.1688355021688355,0.09881422924901186,1180,103,0.08728813559322034,0.01440677966101695,91.27305084745763,83.54,95.56,4.94465131901802,12.019999999999996,58.583333333333336,45.0,12.909131135233952,Cameron Bradfield,T,85.34,5.933050847457622,0.16186440677966102,0.14659685863874344,661,-107.46682,268.0,50.0,98.0,-3.951336,-0.16258217851739787,0.405446293494705,0.07564296520423601,0.14826021180030258
2013,KC,KC,7,7,3263,167,0.05117989580140975,0.007661661048115232,94.88285626723874,90.47,97.8,2.8712831045835014,7.329999999999998,72.1,49.5,13.626322565779319,Eric Fisher,T,90.47,4.4128562672387375,0.15108795586883236,0.09533468559837728,1100,94,0.08545454545454545,0.015454545454545455,91.45389999999998,80.47,96.43,6.090754507956342,15.960000000000008,61.78571428571429,27.6,19.442173109971407,Eric Fisher,T,80.47,10.983899999999977,0.15363636363636363,0.1952662721893491,631,41.570076,281.0,41.0,72.0,-2.4123878,0.065879676703645,0.44532488114104596,0.06497622820919176,0.11410459587955626
2013,MIA,MIA,8,7,3647,214,0.05867836578009323,0.011516314779270634,94.13004935563477,90.52,97.64,2.82517477335474,7.1200000000000045,72.325,51.8,11.364952391327597,Jonathan Martin,T,90.52,3.6100493556347715,0.08390457910611461,0.09477124183006536,1611,147,0.09124767225325885,0.021725636250775917,90.8739602731223,84.5,96.09,3.763789646088102,11.590000000000003,63.0,42.7,12.366429210914985,Tyson Clabo,T,87.59,3.2839602731222897,0.17008069522036,0.12408759124087591,663,1.7939835,290.0,58.0,97.0,-0.024611363,0.0027058574660633484,0.4374057315233786,0.08748114630467571,0.14630467571644043
2013,MIN,MIN,5,5,3048,161,0.05282152230971129,0.006233595800524934,94.71587926509186,92.41,97.14,1.8296365759352324,4.730000000000004,76.78,73.2,3.498856956207269,Matt Kalil,T,92.41,2.3058792650918605,0.21194225721784776,0.07585139318885449,1257,112,0.08910103420843278,0.011933174224343675,91.08734287987271,87.4,94.96,3.2818866525216825,7.559999999999988,68.1,64.3,2.8870400066504116,Matt Kalil,T,87.4,3.687342879872702,0.20843277645186953,0.12595419847328243,627,-46.29603,259.0,44.0,80.0,-2.21946,-0.07383736842105264,0.4130781499202552,0.07017543859649122,0.12759170653907495
2013,NE,NE,7,6,3514,191,0.0543540125213432,0.009675583380762664,94.56368810472395,93.67,94.94,0.4510675168551857,1.269999999999996,71.31428571428572,59.2,8.625433046409627,Dan Connolly,G,93.67,0.8936881047239496,0.18895845190665908,0.06325301204819277,1424,115,0.08075842696629214,0.014747191011235955,91.92532303370787,90.08,94.03,1.5032599496396082,3.950000000000003,62.699999999999996,49.7,8.008745220070368,Marcus Cannon,T,90.08,1.8453230337078708,0.08497191011235955,0.09917355371900827,669,71.91258,313.0,40.0,77.0,-1.35107,0.10749264573991033,0.4678624813153961,0.059790732436472344,0.11509715994020926
2013,NO,NO,5,5,3433,143,0.04165452956597728,0.0052432274978153216,95.83481211768132,92.12,97.97,2.280991012696014,5.849999999999994,80.49999999999999,63.4,9.852410872471774,Charles Brown,T,92.12,3.714812117681319,0.1811826390911739,0.07877813504823152,1316,88,0.0668693009118541,0.011398176291793313,93.31460486322187,87.07,97.55,3.868070578466739,10.480000000000004,71.62,48.5,12.966958008723557,Charles Brown,T,87.07,6.2446048632218805,0.1762917933130699,0.12931034482758622,699,153.05374,355.0,37.0,74.0,5.3627353,0.21896100143061517,0.5078683834048641,0.05293276108726753,0.10586552217453506
