player,position,team_name,player_game_count,grades_pass_block,hits_allowed,hurries_allowed,pressures_allowed,sacks_allowed,snap_counts_pass_block,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,all_pass_pbwr,true_pass_set_pbwr,year
Ryan Kalil,C,CAR,6,71.8,1,5,8,2,173,63.9,1,4,7,2,100,95.38,93.0,2017
Duane Brown,T,SEA,10,80.1,4,14,19,1,410,69.3,3,12,15,0,180,95.37,91.67,2017
Tyron Smith,T,DAL,13,76.2,4,13,20,3,430,71.9,4,9,16,3,212,95.35,92.45,2017
Anthony Steen,G,MIA,6,47.7,2,7,9,0,193,57.4,0,4,4,0,69,95.34,94.2,2017
Cody Whitehair,C,CHI,16,47.0,7,18,26,1,556,58.8,5,11,16,0,274,95.32,94.16,2017
Kelvin Beachum,T,NYJ,16,80.5,4,21,29,4,617,76.5,2,12,17,3,245,95.3,93.06,2017
Tyler Larsen,C,CAR,12,70.0,3,14,20,3,425,60.3,3,10,16,3,225,95.29,92.89,2017
Jesse Davis,G,MIA,15,55.6,3,19,24,2,510,37.8,2,12,16,2,216,95.29,92.59,2017
Ramon Foster,G,PIT,14,74.3,5,20,27,2,569,70.3,3,17,21,1,290,95.25,92.76,2017
Donald Penn,T,OAK,14,77.7,2,19,25,4,521,72.3,1,11,14,2,207,95.2,93.24,2017
Cam Fleming,T,NE,8,76.4,0,6,10,4,208,71.4,0,4,7,3,84,95.19,91.67,2017
Wes Schweitzer,G,ATL,16,63.7,6,19,29,4,593,53.5,5,10,19,4,245,95.11,92.24,2017
Mitchell Schwartz,T,KC,16,73.7,3,26,32,3,648,63.8,1,19,23,3,245,95.06,90.61,2017
Oday Aboushi,G,SEA,8,65.7,4,14,19,1,385,59.4,1,8,10,1,161,95.06,93.79,2017
Kevin Pamphile,G,TB,16,57.0,3,20,26,3,521,39.7,2,16,21,3,234,95.01,91.03,2017
Alex Boone,G,ARZ,14,61.1,2,18,27,7,533,50.3,1,13,19,5,233,94.93,91.85,2017
Jordan Mills,T,BUF,16,71.4,4,20,30,6,586,68.9,3,12,20,5,274,94.88,92.7,2017
Jermon Bushrod,G,MIA,10,63.8,2,16,20,2,385,53.3,0,11,13,2,138,94.81,90.58,2017
Joe Barksdale,T,LAC,11,66.8,2,19,21,0,402,70.7,2,7,9,0,184,94.78,95.11,2017
Dan Feeney,G,LAC,13,53.5,4,15,20,1,380,62.3,3,7,10,0,174,94.74,94.25,2017
J.R. Sweezy,G,TB,14,70.1,3,25,31,3,589,69.2,1,15,17,1,260,94.74,93.46,2017
Joe Thuney,G,NE,16,74.1,10,21,36,5,681,59.7,7,19,29,3,300,94.71,90.33,2017
Laremy Tunsil,T,MIA,15,77.1,7,20,32,5,601,67.5,3,15,22,4,239,94.68,90.79,2017
Brandon Shell,T,NYJ,12,65.3,1,16,23,6,431,59.1,1,12,17,4,165,94.66,89.7,2017
Matt Skura,G,BLT,12,62.4,1,21,23,1,430,39.9,0,14,15,1,137,94.65,89.05,2017
Anthony Castonzo,T,IND,16,77.8,3,24,33,6,615,72.0,3,16,25,6,325,94.63,92.31,2017
Kyle Long,G,CHI,9,69.6,1,9,12,2,222,66.4,0,8,10,2,107,94.59,90.65,2017
Denzelle Good,T,IND,6,68.9,3,6,9,0,166,66.5,2,5,7,0,84,94.58,91.67,2017
Mike Remmers,T,MIN,11,71.1,5,15,20,0,369,61.5,5,11,16,0,162,94.58,90.12,2017
Andrus Peat,G,NO,15,66.0,6,18,28,4,516,43.7,4,16,24,4,215,94.57,88.84,2017
Quinton Spain,G,TEN,14,74.0,2,21,27,4,496,68.3,2,13,17,2,234,94.56,92.74,2017
Trai Turner,G,CAR,13,69.1,4,22,26,0,475,71.1,1,15,16,0,254,94.53,93.7,2017
Earl Watford,G,ARZ,10,51.5,5,12,21,4,377,32.7,3,10,14,1,172,94.43,91.86,2017
Austin Howard,T,BLT,16,65.5,7,25,35,3,621,66.1,4,14,19,1,217,94.36,91.24,2017
Jack Mewhort,G,IND,5,75.3,2,7,10,1,177,70.6,0,7,8,1,94,94.35,91.49,2017
Stefen Wisniewski,G,PHI,12,64.4,10,12,23,1,397,62.5,7,5,13,1,161,94.21,91.93,2017
Arie Kouandjio,G,WAS,8,71.9,5,8,16,3,275,58.3,4,7,14,3,138,94.18,89.86,2017
Daryl Williams,T,CAR,16,79.0,3,28,35,4,601,73.9,2,24,30,4,325,94.18,90.77,2017
James Carpenter,G,NYJ,16,56.7,10,22,36,4,617,56.5,5,9,17,3,245,94.17,93.06,2017
Ronnie Stanley,T,BLT,15,76.2,2,29,34,3,581,72.3,1,20,23,2,203,94.15,88.67,2017
Cameron Erving,G,KC,8,53.4,5,5,10,0,171,52.7,3,3,6,0,66,94.15,90.91,2017
Rick Wagner,T,DET,13,78.0,0,25,30,5,510,71.8,0,21,24,3,232,94.12,89.66,2017
Rashod Hill,T,MIN,10,65.0,3,15,19,1,323,58.9,2,9,12,1,130,94.12,90.77,2017
Spencer Pulley,C,LAC,16,52.8,9,28,38,1,640,43.9,6,16,23,1,307,94.06,92.51,2017
Laken Tomlinson,G,SF,15,67.9,6,29,39,4,655,57.2,4,22,28,2,277,94.05,89.89,2017
Donovan Smith,T,TB,16,71.2,9,26,42,7,703,72.2,5,17,27,5,310,94.03,91.29,2017
Bryan Witzmann,G,KC,14,64.2,4,26,33,3,544,53.4,2,18,22,2,213,93.93,89.67,2017
Luke Joeckel,G,SEA,11,57.1,4,19,28,5,454,41.4,4,16,23,3,201,93.83,88.56,2017
Chance Warmack,G,PHI,10,60.5,1,9,11,1,178,41.5,1,6,7,0,71,93.82,90.14,2017
Brian Winters,G,NYJ,13,59.3,4,21,30,5,485,42.0,3,14,21,4,195,93.81,89.23,2017
Jamon Brown,G,LA,16,61.9,7,28,36,1,581,47.2,4,22,26,0,252,93.8,89.68,2017
Ereck Flowers,T,NYG,15,70.4,8,27,41,6,653,59.4,8,18,30,4,287,93.72,89.55,2017
Dion Dawkins,T,BUF,14,80.3,3,22,28,3,443,70.8,2,15,20,3,196,93.68,89.8,2017
Jermey Parnell,T,JAX,13,73.5,6,24,30,0,475,69.6,4,15,19,0,219,93.68,91.32,2017
Jeremy Vujnovich,G,IND,16,63.0,2,31,39,6,615,49.4,2,25,32,5,325,93.66,90.15,2017
Max Garcia,G,DEN,16,58.7,4,26,34,4,536,51.9,1,18,22,3,217,93.66,89.86,2017
Evan Boehm,G,ARZ,8,48.8,7,16,25,2,392,28.2,3,14,19,2,178,93.62,89.33,2017
Kenny Wiggins,G,LAC,16,60.6,7,31,41,3,628,48.5,5,21,29,3,302,93.47,90.4,2017
Sam Young,T,MIA,8,65.7,2,17,20,1,306,63.7,1,10,12,1,147,93.46,91.84,2017
Bradley Sowell,G,CHI,9,49.7,2,9,14,3,212,38.2,2,4,9,3,105,93.4,91.43,2017
Riley Reiff,T,MIN,15,69.9,6,28,37,3,560,61.8,3,20,26,3,238,93.39,89.08,2017
Morgan Moses,T,WAS,16,66.1,8,26,39,5,589,62.3,4,19,27,4,272,93.38,90.07,2017
Hroniss Grasu,C,CHI,6,34.2,1,10,12,1,181,28.8,1,7,8,0,96,93.37,91.67,2017
Jeremiah Sirles,G,MIN,11,57.4,4,9,13,0,195,30.4,3,8,11,0,81,93.33,86.42,2017
Tom Compton,G,CHI,8,57.9,4,10,14,0,210,41.3,3,7,10,0,92,93.33,89.13,2017
Jared Veldheer,T,ARZ,13,62.5,6,28,39,5,581,61.7,4,18,25,3,266,93.29,90.6,2017
Jeff Allen,G,HST,12,54.7,6,21,30,3,447,43.2,4,16,22,2,204,93.29,89.22,2017
Taylor Decker,T,DET,8,73.2,3,16,21,2,311,62.8,2,12,16,2,154,93.25,89.61,2017
Xavier Su'a-Filo,G,HST,16,56.7,9,27,44,8,648,35.4,8,22,37,7,297,93.21,87.54,2017
Lucas Patrick,G,GB,4,49.2,4,4,10,2,147,42.2,3,2,7,2,62,93.2,88.71,2017
Jake Matthews,T,ATL,16,79.6,9,29,41,3,599,71.5,5,16,24,3,245,93.16,90.2,2017
Josh Wells,T,JAX,8,61.7,7,10,18,1,263,61.5,4,7,12,1,140,93.16,91.43,2017
Connor McGovern,G,DEN,9,57.8,3,13,17,1,247,54.0,1,7,9,1,102,93.12,91.18,2017
Eric Fisher,T,KC,15,75.4,4,34,42,4,607,62.4,3,23,30,4,231,93.08,87.01,2017
Chris Hubbard,T,PIT,15,69.1,5,24,32,3,459,60.2,4,19,26,3,241,93.03,89.21,2017
Cordy Glenn,T,BUF,5,73.5,0,9,11,2,157,72.8,0,7,9,2,87,92.99,89.66,2017
Bobby Massie,T,CHI,15,66.9,7,25,37,5,526,60.8,6,21,32,5,272,92.97,88.24,2017
Alejandro Villanueva,T,PIT,16,76.5,8,31,46,7,651,66.7,6,24,34,4,326,92.93,89.57,2017
Jake Fisher,T,CIN,8,64.4,1,11,16,4,223,54.0,1,6,11,4,83,92.83,86.75,2017
Marcus Cannon,T,NE,7,63.9,3,13,21,5,289,57.0,2,8,12,2,127,92.73,90.55,2017
Germain Ifedi,T,SEA,16,67.6,3,45,52,4,715,60.8,2,30,36,4,304,92.73,88.16,2017
Ethan Pocic,G,SEA,11,50.0,1,29,32,2,439,27.6,1,25,28,2,182,92.71,84.62,2017
Matt Kalil,T,CAR,16,69.9,8,30,44,6,600,59.3,7,23,35,5,324,92.67,89.2,2017
Garett Bolles,T,DEN,16,70.5,10,33,51,8,692,62.2,9,20,35,6,291,92.63,87.97,2017
Marshall Newhouse,T,OAK,14,61.7,3,27,38,8,515,55.4,3,16,27,8,203,92.62,86.7,2017
D.J. Fluker,G,NYG,7,46.9,5,13,20,2,270,36.2,3,9,14,2,116,92.59,87.93,2017
Greg Mancz,G,HST,10,48.5,2,21,26,3,350,47.5,2,12,17,3,161,92.57,89.44,2017
Allen Barbre,G,DEN,11,48.0,1,21,26,4,350,59.0,0,11,14,3,158,92.57,91.14,2017
Isaac Seumalo,G,PHI,9,41.3,2,5,13,6,175,44.5,1,3,8,4,72,92.57,88.89,2017
Rob Havenstein,T,LA,15,66.6,3,32,41,6,541,56.6,2,23,28,3,238,92.42,88.24,2017
Nate Solder,T,NE,16,70.4,6,41,51,4,673,65.0,4,22,29,3,299,92.42,90.3,2017
Le'Raven Clark,G,IND,6,39.7,3,11,16,2,209,42.7,2,9,13,2,114,92.34,88.6,2017
Caleb Benenoch,T,TB,9,45.2,3,10,17,4,221,34.2,2,6,12,4,84,92.31,85.71,2017
Bryan Bulaga,T,GB,5,72.0,1,10,12,1,155,75.5,0,4,5,1,60,92.26,91.67,2017
Corey Robinson,T,DET,6,61.3,2,12,17,3,218,51.4,2,9,14,3,107,92.2,86.92,2017
Joe Haeg,T,IND,16,66.0,6,35,47,6,595,56.3,3,30,37,4,312,92.1,88.14,2017
Halapoulivaati Vaitai,T,PHI,15,50.0,10,20,39,9,487,38.8,5,13,24,6,200,91.99,88.0,2017
Justin McCray,T,GB,12,55.4,5,21,31,5,385,41.0,4,13,22,5,152,91.95,85.53,2017
Chris Clark,T,HST,10,55.2,6,16,26,4,321,49.6,6,8,17,3,144,91.9,88.19,2017
Will Holden,T,ARZ,7,45.6,7,7,16,2,197,33.2,6,3,10,1,90,91.88,88.89,2017
La'el Collins,T,DAL,16,59.3,8,38,51,5,609,59.2,4,28,35,3,314,91.63,88.85,2017
Cam Robinson,T,JAX,15,63.1,12,27,41,2,482,47.2,12,20,34,2,227,91.49,85.02,2017
Justin Pugh,T,NYG,8,60.0,1,20,24,3,281,59.9,1,10,14,3,115,91.46,87.83,2017
Cedric Ogbuehi,T,CIN,14,58.0,4,23,35,8,407,51.8,2,14,24,8,147,91.4,83.67,2017
Kyle Murphy,T,GB,3,59.2,1,10,15,4,174,50.4,0,9,13,4,85,91.38,84.71,2017
Brent Qvale,T,NYJ,14,57.6,1,11,15,3,173,47.1,0,9,11,2,64,91.33,82.81,2017
Chaz Green,T,DAL,6,20.0,1,9,14,4,161,2.6,1,7,12,4,85,91.3,85.88,2017
Spencer Drango,T,CLV,11,63.7,4,20,35,11,402,52.1,3,18,30,9,216,91.29,86.11,2017
Ben Garland,G,ATL,8,41.9,8,8,17,1,194,26.4,6,5,12,1,89,91.24,86.52,2017
Shawn Lauvao,G,WAS,9,42.7,3,23,28,2,319,34.9,2,18,20,0,146,91.22,86.3,2017
LaAdrian Waddle,T,NE,9,56.6,7,10,17,0,193,49.0,7,5,12,0,90,91.19,86.67,2017
Shon Coleman,T,CLV,16,64.0,9,49,64,6,708,58.0,7,37,50,6,399,90.96,87.47,2017
Jason Spriggs,T,GB,6,60.8,3,11,17,3,186,45.7,2,7,12,3,68,90.86,82.35,2017
Greg Robinson,T,DET,6,53.4,3,18,24,3,257,51.6,2,13,16,1,122,90.66,86.89,2017
Bobby Hart,T,NYG,10,48.2,4,25,35,6,363,42.3,2,21,28,5,181,90.36,84.53,2017
Andre Smith,T,CIN,12,53.6,3,28,32,1,330,43.9,1,16,18,1,114,90.3,84.21,2017
Menelik Watson,T,DEN,7,53.4,3,14,26,9,267,44.5,1,9,17,7,116,90.26,85.34,2017
John Wetzel,T,ARZ,13,48.1,9,46,61,6,609,42.3,6,29,40,5,276,89.98,85.51,2017
Ty Nsekhe,T,WAS,11,61.4,4,10,19,5,184,56.4,2,10,15,3,86,89.67,82.56,2017
Michael Schofield III,T,LAC,12,48.0,5,18,25,2,230,39.6,3,14,19,2,120,89.13,84.17,2017
Rees Odhiambo,T,SEA,7,40.3,6,27,35,2,318,38.9,2,19,22,1,131,88.99,83.21,2017
Donald Stephenson,T,DEN,7,49.4,3,13,19,3,170,34.3,2,10,14,2,70,88.82,80.0,2017
Vadal Alexander,T,OAK,8,51.6,3,15,20,2,171,50.5,3,8,13,2,75,88.3,82.67,2017
Zane Beadles,G,SF,8,40.0,4,22,29,3,246,15.3,4,19,26,3,102,88.21,74.51,2017
Breno Giacomini,T,HST,16,46.5,8,64,81,9,662,37.7,5,40,53,8,301,87.76,82.39,2017
Rodney Hudson,C,OAK,16,90.8,1,4,5,0,651,86.4,1,3,4,0,284,99.23,98.59,2018
Mitch Morse,C,KC,11,81.2,1,3,4,0,443,82.1,1,2,3,0,178,99.1,98.31,2018
Eric Kush,G,CHI,7,79.6,0,3,3,0,218,82.2,0,1,1,0,93,98.62,98.92,2018
Matt Paradis,C,DEN,9,78.6,1,3,5,1,356,62.6,1,3,4,0,147,98.6,97.28,2018
Jason Kelce,C,PHI,16,87.7,2,8,10,0,657,83.4,1,5,6,0,245,98.48,97.55,2018
Kevin Zeitler,G,CLV,16,91.7,1,7,11,3,694,81.4,1,7,10,2,289,98.41,96.54,2018
Austin Reiter,C,KC,5,81.0,1,1,3,1,178,73.1,1,0,2,1,66,98.31,96.97,2018
Cody Whitehair,C,CHI,16,77.2,0,11,11,0,635,65.7,0,8,8,0,293,98.27,97.27,2018
Ryan Kelly,C,IND,12,74.3,2,6,9,1,494,72.5,1,4,6,1,221,98.18,97.29,2018
Ty Sambrailo,T,ATL,6,76.2,0,3,3,0,163,77.9,0,1,1,0,53,98.16,98.11,2018
Joel Bitonio,G,CLV,16,88.4,0,12,13,1,694,77.7,0,9,10,1,289,98.13,96.54,2018
Brandon Brooks,G,PHI,16,85.4,2,10,13,1,692,74.3,1,9,11,1,260,98.12,95.77,2018
Brandon Linder,C,JAX,9,83.9,3,3,7,1,364,76.8,2,3,6,1,188,98.08,96.81,2018
Alex Mack,C,ATL,16,79.6,4,7,14,3,715,71.3,4,4,10,2,273,98.04,96.34,2018
J.C. Tretter,C,CLV,16,85.7,1,11,14,2,694,77.4,1,8,10,1,289,97.98,96.54,2018
Evan Boehm,C,IND,7,78.7,2,3,5,0,233,70.8,1,3,4,0,104,97.85,96.15,2018
T.J. Lang,G,DET,6,86.5,0,3,4,1,185,76.1,0,3,4,1,82,97.84,95.12,2018
Dennis Kelly,T,TEN,9,77.4,0,3,4,1,185,73.0,0,3,4,1,74,97.84,94.59,2018
Marshal Yanda,G,BLT,16,84.2,3,11,14,0,646,73.6,2,8,10,0,273,97.83,96.34,2018
Corey Linsley,C,GB,16,85.0,2,12,18,4,774,78.9,1,9,12,2,375,97.67,96.8,2018
Maurkice Pouncey,C,PIT,16,78.1,3,13,18,2,772,77.7,2,9,13,2,342,97.67,96.2,2018
Max Unger,C,NO,16,73.6,1,9,14,4,560,73.2,1,6,9,2,236,97.5,96.19,2018
Vladimir Ducasse,G,BUF,9,78.9,1,8,9,0,358,76.9,1,4,5,0,176,97.49,97.16,2018
Nick Martin,C,HST,16,78.7,3,12,17,2,674,75.4,3,8,13,2,300,97.48,95.67,2018
Matt Slauson,G,IND,5,79.0,3,4,7,0,277,75.3,3,3,6,0,132,97.47,95.45,2018
David Andrews,C,NE,16,79.9,3,11,16,2,628,81.1,2,3,5,0,196,97.45,97.45,2018
Russell Bodine,C,BUF,9,74.6,1,8,9,0,340,71.5,0,4,4,0,152,97.35,97.37,2018
Billy Price,C,CIN,10,66.0,1,8,10,1,351,77.4,0,2,3,1,146,97.15,97.95,2018
Tyron Smith,T,DAL,13,85.4,2,13,15,0,521,80.5,2,9,11,0,275,97.12,96.0,2018
Wyatt Teller,G,BUF,8,78.2,2,6,8,0,273,69.9,1,4,5,0,128,97.07,96.09,2018
Ronnie Stanley,T,BLT,15,86.8,2,13,17,2,577,80.5,2,9,12,1,235,97.05,94.89,2018
Andrew Norwell,G,JAX,11,82.0,1,11,14,2,472,80.0,0,8,10,2,244,97.03,95.9,2018
Chase Roullier,C,WAS,16,76.4,3,15,19,1,637,73.1,0,8,9,1,309,97.02,97.09,2018
Brandon Scherff,G,WAS,8,84.0,1,7,9,1,301,83.7,0,5,5,0,144,97.01,96.53,2018
Shaq Mason,G,NE,14,79.1,6,9,16,1,526,74.8,3,5,8,0,165,96.96,95.15,2018
Mitchell Schwartz,T,KC,16,84.8,7,11,21,3,687,79.3,3,10,16,3,267,96.94,94.01,2018
Mike Pouncey,C,LAC,16,67.4,3,13,18,2,580,62.3,2,10,14,2,268,96.9,94.78,2018
Graham Glasgow,C,DET,16,73.8,5,15,21,1,673,71.2,2,12,14,0,331,96.88,95.77,2018
Quenton Nelson,G,IND,16,81.9,4,17,23,2,730,73.5,2,11,15,2,325,96.85,95.38,2018
Mark Glowinski,G,IND,10,72.0,1,10,11,0,349,69.3,0,6,6,0,140,96.85,95.71,2018
Terron Armstead,T,NO,10,89.3,3,7,11,1,348,80.6,3,6,9,0,151,96.84,94.04,2018
Kyle Long,G,CHI,8,84.2,2,6,10,2,314,81.0,1,1,4,2,141,96.82,97.16,2018
David DeCastro,G,PIT,14,86.1,2,19,21,0,661,80.6,2,13,15,0,291,96.82,94.85,2018
Tyler Shatley,C,JAX,11,70.1,1,6,10,3,311,62.4,0,5,8,3,168,96.78,95.24,2018
Alejandro Villanueva,T,PIT,16,83.9,3,17,25,5,776,73.6,2,14,20,4,343,96.78,94.17,2018
Ryan Jensen,C,TB,16,70.1,10,14,25,1,773,64.7,6,10,17,1,426,96.77,96.01,2018
Trey Hopkins,C,CIN,12,72.8,0,9,13,4,390,65.4,0,6,9,3,162,96.67,94.44,2018
Ryan Groy,C,BUF,11,69.8,3,8,11,0,330,72.9,2,4,6,0,171,96.67,96.49,2018
Ramon Foster,G,PIT,16,84.5,2,23,26,1,777,76.6,2,17,20,1,343,96.65,94.17,2018
David Bakhtiari,T,GB,16,93.6,3,18,25,4,737,90.9,2,14,19,3,351,96.61,94.59,2018
Quinton Spain,G,TEN,15,75.6,1,14,16,1,466,62.1,0,8,9,1,187,96.57,95.19,2018
Larry Warford,G,NO,15,77.6,5,13,19,1,548,67.1,5,9,15,1,235,96.53,93.62,2018
Spencer Pulley,C,NYG,11,70.2,3,7,12,2,345,55.2,2,5,9,2,156,96.52,94.23,2018
D.J. Fluker,G,SEA,10,72.9,1,8,10,1,286,50.7,1,6,8,1,93,96.5,91.4,2018
Justin Britt,C,SEA,15,59.4,1,15,18,2,507,63.9,0,8,10,2,196,96.45,94.9,2018
Demar Dotson,T,TB,15,79.5,2,21,25,2,703,78.8,2,16,20,2,398,96.44,94.97,2018
Wes Schweitzer,G,ATL,14,70.2,1,19,22,2,610,62.7,1,14,16,1,241,96.39,93.36,2018
Stefen Wisniewski,G,PHI,13,61.0,0,14,15,1,412,56.0,0,9,9,0,160,96.36,94.38,2018
Zack Martin,G,DAL,14,84.7,4,12,19,3,522,81.2,3,7,12,2,264,96.36,95.45,2018
Joe Thuney,G,NE,16,87.2,5,18,23,0,629,74.3,4,10,14,0,196,96.34,92.86,2018
Trai Turner,G,CAR,13,79.6,0,15,18,3,479,68.9,0,13,16,3,224,96.24,92.86,2018
Jake Matthews,T,ATL,16,86.1,7,18,27,2,715,78.7,4,10,15,1,273,96.22,94.51,2018
Joe Looney,C,DAL,16,64.7,3,21,25,1,654,56.5,1,18,20,1,339,96.18,94.1,2018
Ben Jones,C,TEN,16,73.7,1,15,21,5,550,55.7,0,10,14,4,225,96.18,93.78,2018
Duane Brown,T,SEA,16,86.7,2,15,21,4,546,81.1,2,12,17,3,212,96.15,91.98,2018
Kelechi Osemele,G,OAK,11,60.9,1,13,17,3,442,52.1,1,8,11,2,183,96.15,93.99,2018
Rodger Saffold,G,LA,16,70.5,5,17,25,3,648,59.1,4,10,17,3,288,96.14,94.1,2018
Ben Garland,G,ATL,9,59.7,1,6,10,3,256,44.8,0,5,6,1,97,96.09,93.81,2018
Bobby Massie,T,CHI,16,77.7,2,22,25,1,635,70.9,2,19,21,0,293,96.06,92.83,2018
Bryan Bulaga,T,GB,14,84.0,3,14,22,5,559,78.8,1,11,16,4,269,96.06,94.05,2018
Ryan Ramczyk,T,NO,15,78.7,2,16,22,4,550,69.7,1,14,18,3,236,96.0,92.37,2018
Zane Beadles,G,ATL,5,75.4,0,6,7,1,175,60.6,0,5,6,1,62,96.0,90.32,2018
Ali Marpet,G,TB,16,79.9,11,17,31,3,773,77.6,8,14,24,2,426,95.99,94.37,2018
Jonotthan Harrison,C,NYJ,10,63.6,2,11,13,0,321,72.4,1,4,5,0,140,95.95,96.43,2018
Joe Staley,T,SF,16,83.8,7,14,25,4,609,69.0,6,14,24,4,242,95.89,90.08,2018
Joe Barksdale,T,ARZ,10,75.4,4,6,10,0,243,70.3,3,3,6,0,116,95.88,94.83,2018
Taylor Lewan,T,TEN,15,79.2,2,16,20,2,482,68.6,1,12,14,1,202,95.85,93.07,2018
Matt Skura,C,BLT,16,67.1,3,22,27,2,651,62.1,2,10,13,1,276,95.85,95.29,2018
Taylor Moton,T,CAR,16,82.7,1,25,28,2,668,77.7,1,18,20,1,323,95.81,93.81,2018
Gabe Jackson,G,OAK,13,75.6,1,17,23,5,540,66.0,0,14,18,4,234,95.74,92.31,2018
Oday Aboushi,G,ARZ,7,77.8,0,7,11,4,257,63.5,0,6,10,4,122,95.72,91.8,2018
Garett Bolles,T,DEN,16,72.1,6,21,29,2,669,62.6,4,17,22,1,250,95.67,91.2,2018
Orlando Brown Jr.,T,BLT,13,73.5,1,15,16,0,369,73.2,1,10,11,0,149,95.66,92.62,2018
Will Hernandez,G,NYG,16,73.1,3,21,29,5,664,66.8,2,15,20,3,305,95.63,93.44,2018
Rob Havenstein,T,LA,16,75.6,4,23,29,2,657,65.4,2,20,24,2,292,95.59,91.78,2018
Ty Nsekhe,T,WAS,10,76.4,3,7,11,1,249,66.2,1,7,9,1,110,95.58,91.82,2018
Michael Schofield III,G,LAC,16,70.7,4,17,26,5,585,61.3,3,12,18,3,271,95.56,93.36,2018
Ryan Kalil,C,CAR,16,63.2,4,23,29,2,651,56.9,4,16,22,2,314,95.55,92.99,2018
Austin Blythe,G,LA,16,73.9,5,25,30,0,657,59.9,5,20,25,0,292,95.43,91.44,2018
James Daniels,G,CHI,13,69.9,3,17,20,0,432,62.7,3,12,15,0,208,95.37,92.79,2018
Kelvin Beachum,T,NYJ,16,79.4,3,22,28,3,604,65.6,3,19,25,3,272,95.36,90.81,2018
Andrus Peat,G,NO,13,51.5,4,13,19,2,406,30.3,3,9,14,2,173,95.32,91.91,2018
Laremy Tunsil,T,MIA,15,79.5,8,13,23,2,491,71.8,5,12,18,1,195,95.32,90.77,2018
Marcus Gilbert,T,PIT,5,76.6,1,10,12,1,255,66.8,1,8,10,1,111,95.29,90.99,2018
Clint Boling,G,CIN,16,71.8,3,23,30,4,635,57.2,1,17,22,4,265,95.28,91.7,2018
Andrew Wylie,G,KC,11,66.1,4,16,22,2,462,54.5,3,12,17,2,182,95.24,90.66,2018
Jared Veldheer,T,DEN,12,68.4,4,15,21,2,437,63.7,2,8,12,2,149,95.19,91.95,2018
James Carpenter,G,NYJ,10,71.9,4,13,18,1,371,69.7,1,11,13,1,176,95.15,92.61,2018
James Hurst,T,BLT,10,69.5,3,16,19,0,389,63.9,2,11,13,0,157,95.12,91.72,2018
Russell Okung,T,LAC,15,77.8,7,16,26,3,533,71.8,3,12,18,3,251,95.12,92.83,2018
Senio Kelemete,G,HST,14,70.1,3,20,26,3,533,66.4,3,13,18,2,228,95.12,92.11,2018
Brandon Shell,T,NYJ,14,69.4,4,18,25,3,509,65.8,3,12,16,1,234,95.09,93.16,2018
John Greco,C,NYG,9,54.0,2,12,17,3,343,48.8,2,9,14,3,164,95.04,91.46,2018
Nate Solder,T,NYG,16,76.8,3,23,33,7,664,69.1,3,18,25,4,305,95.03,91.8,2018
Laken Tomlinson,G,SF,16,74.1,3,24,31,4,620,72.3,1,14,17,2,247,95.0,93.12,2018
Charles Leno Jr.,T,CHI,16,79.2,4,23,32,5,634,68.2,4,22,29,3,292,94.95,90.07,2018
Billy Turner,G,DEN,15,65.0,1,23,27,3,529,62.2,1,15,18,2,200,94.9,91.0,2018
Greg Mancz,G,HST,9,69.8,1,9,11,1,213,52.0,1,8,10,1,98,94.84,89.8,2018
Andrew Whitworth,T,LA,16,86.1,4,25,33,4,638,79.4,1,18,22,3,286,94.83,92.31,2018
Cameron Erving,G,KC,14,56.9,6,21,28,1,538,42.8,4,11,16,1,199,94.8,91.96,2018
Bryan Witzmann,G,CHI,10,60.1,3,10,16,3,306,53.6,3,7,12,2,144,94.77,91.67,2018
Marcus Cannon,T,NE,13,76.5,5,17,24,2,457,70.7,4,11,16,1,132,94.75,87.88,2018
Mike Iupati,G,ARZ,10,47.5,6,7,15,2,285,23.3,3,4,9,2,118,94.74,92.37,2018
Ron Leary,G,DEN,6,59.9,1,12,13,0,246,64.6,1,5,6,0,109,94.72,94.5,2018
Ja'Wuan James,T,MIA,15,67.4,3,16,26,7,491,60.2,1,12,19,6,199,94.7,90.45,2018
Zach Fulton,G,HST,13,79.1,2,22,28,4,527,68.9,2,18,23,3,238,94.69,90.34,2018
Kenny Wiggins,G,DET,14,63.8,2,20,26,4,488,49.9,1,15,19,3,249,94.67,92.37,2018
Dion Dawkins,T,BUF,16,76.2,2,25,34,7,637,72.9,0,16,20,4,308,94.66,93.51,2018
J.R. Sweezy,G,SEA,15,56.7,3,19,26,4,485,50.8,2,11,16,3,190,94.64,91.58,2018
Frank Ragnow,G,DET,16,57.1,10,22,36,4,672,47.7,8,16,28,4,330,94.64,91.52,2018
Jesse Davis,G,MIA,16,69.3,6,17,30,7,559,60.7,4,10,18,4,232,94.63,92.24,2018
Braden Smith,T,IND,15,70.5,6,19,28,3,520,69.4,4,12,17,1,217,94.62,92.17,2018
Greg Van Roten,G,CAR,16,68.8,2,32,36,2,668,66.9,2,18,21,1,323,94.61,93.5,2018
Morgan Moses,T,WAS,16,68.7,9,19,33,5,611,66.5,5,12,21,4,299,94.6,92.98,2018
